CSD_identifier,smiles,resp_charges
csd_mol,[H]c1c([H])c([H])c([C@@]([H])(Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c1[H],"[-0.3304679521785183, -0.035867807919192654, -0.14422575174638205, 0.22855657348875932, 0.05866824343724664, -0.026417027328704632, -0.08377636956564057, -0.12304578898032575, 0.1304131565476143, -0.19405409666634324, 0.2329050026091235, -0.11955250461740143, -0.07464439465139122, -0.10006337317579254, -0.004909054408778153, -0.11476712458889504, -0.16856608587449406, -0.23061756226601804, -1.2551235641712473, 1.9647003991983516, 0.007498732870782107, -0.4339798386662527, 0.2751566748722646, 0.09939892111450589, 0.06153910210204705, -0.21500755032250374, 0.1336200130230943, 0.0071810434027470005, 0.05648823545107194, 0.3490436634424102, 0.013719656564241497, 0.013719656564241497, 0.2676227991929038, 0.2676227991929038, 0.44812885058855706, -0.45613840726431243, -0.45613840726431243, -0.45613840726431243, 0.1550644037712619, 0.2524531414866913]"
